Código;Título;Descrição;Notas de aplicação;Exemplos NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Diplomas jurídico-administrativos Complementar;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Forma contagem de prazo de cons. adm.;Destino final;Justificação DF;Notas;;;;
"600.30.711
TRIBUNAL CONSTITUCIONAL";"Ação relativa à declaração de ideologia fascista de organizações
";Declaração de que uma organização perfilha a ideologia fascista e decretamento da respetiva extinção. Inicia com requerimento do Presidente da República, Assembleia da República, Governo, Provedor de Justiça ou Procurador-Geral da República. Termina com Acórdão do Tribunal Constitucional.;;;;Lei 64/78#;Lei 64/78, de 6 de Outubro#;PE;;TC#;;;;;;;;;;;;;;;;;;
"600.30.712
TRIBUNAL CONSTITUCIONAL";"Fiscalização da legalidade e constitucionalidade de referendos
";Verificação prévia da constitucionalidade e legalidade da realização dos referendos nacionais, regionais e locais. Inicia com o pedido de verificação das entidades com legitimidade prevista na lei. Termina com decisão do Tribunal Constitucional.;Apreciação e admissão de propostas de referendo (Anterior PN)# ;;;"Lei 28/82##
Lei 15-A/98#";"LTC#
Lei Orgânica do Regime do Referendo#";PE;;TC#;MP#;;"100.10.003#
950.10.201#";"Comunicação de decisões dos tribunais a que a lei confira força obrigatória geral#
Apreciação e admissão de propostas de referendo#";"Síntese (sintetizado)#
Cruzada#";;;;;;;;;;;;;
"600.30.713
";"Apreciação de declarações de património e rendimentos de titulares de cargos públicos
";"Julgamento de motivo relevante de oposição à divulgação de declarações; e Verificação de não apresentação de declarações e existência do respetivo dever. Inicia com requerimento de parte interessada. Termina com acórdão do Tribunal Constitucional.";;;Não inclui Registo e arquivo de declarações de património e rendimentos de titulares de cargos públicos (400.10.xxx);Lei 28/82#;LTC, art 107 e 109#;PE;;TC#;MP#;;;;;;;;;;;;;;;;;
"600.30.714
TRIBUNAL CONSTITUCIONAL";"Apreciação de declarações de incompatibilidade dos titulares dos cargos políticos
";Julgamento de verificação de situação de incompatibilidade. Inicia com promoção do Ministério Público. Termina com Acórdão do Tribunal Constitucional (ordenando a cessação e fixando o respetivo prazo).;;;Não inclui Registo e arquivo de declarações de incompatibilidades e impedimentos (400.10.xxx?);Lei 28/82#;LTC, art 112, nº 3 e art 113#;PE;;TC#;ECFP#;;;;;;;;;;;;;;;;;
"600.30.750

";"Impugnação de indeferimento de pedido de proteção jurídica
";Meio processual destinado a impugnar judicialmente a decisão de indeferimento ou de cancelalmento de proteção jurídica tomada pela segurança social, mediante a apresentação pelo interessado, por escrito, junto dos serviços da segurança social, de requerimento. Caso não seja revogada administrativamente a decisão impugnada, o requerimento é remetido ao tribunal competente que, por meio de despacho concisamente fundamentado, decide, concedendo ou recusando a proteção jurídica. Tal despacho é irrecorrível.;É competente para decidir a impugnação o tribunal da comarca em que está sedeado o serviço de segurança social que apreciou o pedido de proteção jurídica ou, caso o pedido tenha sido formulado na pendência de uma ação, o tribunal em que esta se encontra pendente#;;;Lei 34/2004#;Lei 34/2004, art 12 e 27 a 29#;PE;S;Trb#;MP#;Apreciar#;150.40.001#;Realização de operações estatísticas oficiais#;Síntese (sintetizado)#;Média ;S;5;;Caso seja tramitado numa ação pendente o prazo de conservação será o da ação respetiva. Se não houver qualquer ação pendente, o prazo de conservação será de um ano após a decisão, por ocorrer a caducidade do direito à proteção jurídica ([Lei 34/2004], artº 11);Data em que forem considerados findos para efeitos de arquivo;E;"Critério densidade informacional:
Informação síntese recuperável no
PN 150.40.001- Realização de operações estatísticas oficiais;
e pelo facto dos direitos associados ao PN se extinguirem com o cumprimento da obrigação.";;;;;
"600.30.751

";"Recurso das decisões das Autoridades Administrativas
";"Impugnação de ato de entidade administrativa perante tribunal competente, a fim de obter a revogação ou substituição do ato recorrido ou a sua anulação, declaração de nulidade ou inexistência.
A sua tramitação é muito diversificada, consoante a natureza e a entidade que proferiu a decisão impugnada, mas, tendencialmente, o processo judicial inicia-se com o pedido impugnatório apresentado junto da entidade administrativa, inclui a notificação dos contra interessados, se aplicável, seguindo-se eventual instrução e a decisão. Inclui eventual recurso.";"Recurso das decisões do INPI#
Recurso das decisões dos Conservadores e Notários#
Recurso das decisões da entidade competente no âmbito dos domínios.pt#
Recurso das decisões das entidades reguladoras em geral#";;;"DL 329-A/2000#
DL 55/75#
DL 131/95#
DL 224/84#
DL 403/86#
DL 36/2003#
DL 4/2015#
Lei 41/2013#
Lei 15/2002#
DL 398/98#";"DL 329-A/2000#
DL 55/75#
DL 131/95 - Código do Registo Civil#
DL 224/84 - Código do Registo Predial#
DL 403/86 - Código do Registo Comercial#
DL 36/2003 - Código da Propriedade Industrial#
DL 4/2015 - Código do Procedimento Administrativo#
Lei 41/2013 - Código do Processo Civil#
Lei 15/2002 - Código de Processo nos Tribunais Administrativos#
DL 398/98 - Lei Geral Tributária#";PC;S;Trb#;"MP#
INPI#
IRN#
AP#";"Apreciar#
Assessorar#
Assessorar#
Iniciar#";"150.40.001#
400.10.200#
400.10.406#
400.10.409#
400.30.001#";"Realização de operações estatísticas oficiais#
Registo comercial#
Registo predial#
Registo de veículos a motor e respetivos reboques#
Celebração de contratos, escrituras, títulos equivalentes e testamentos#";"Síntese (sintetizado)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#";Média ;S;5;;"Critério legal:
Prazo previsto para a realização de inspeções aos tribunais, aos magistrados e aos oficiais de justiça - Regulamentos das inspeções Judiciais, [Deliberação do Conselho Superior de Magistratura 1868/2012], artº  5º; Regulamento das inspeções do Ministério Público, [Regulamento 17/2002], artº  7º; Regulamento das inspeções dos Tribunais Administrativos e Fiscais, [Deliberação do Conselho Superior dos Tribunais Administrativos e Fiscais 825/2005], artº 4º; Estatuto dos Funcionários de Justiça, [DL 343/99], artº 71º .";Data em que forem considerados findos para efeitos de arquivo;E;"Critério densidade informacional:
Informação síntese recuperável no
PN 150.40.001- Realização de operações estatísticas oficiais;
e pelo facto dos direitos associados ao PN se extinguirem com o cumprimento da obrigação.";;;;;
"600.30.752

";"Recurso das contraordenações
";"Impugnação judicial de decisão de uma autoridade administrativa que aplica uma coima ou outro tipo de sanção pela prática de uma contraordenação.
O processo judiclal inicia com a remessa do recurso da decisão da autoridade administrativa para o tribunal, seguindo-se eventual despacho de rejeição do recurso por extemporaneidade ou falta de respeito das exigências de forma. Não sendo esse o caso, o juiz decide por despacho quando não considere necessária a audiência de julgamento e o recorrente e o Ministério Público não se oposurem. Nas demais circunstâncias tem lugar a audiência de julgamento, com produção de prova, e termina com um sentença. Inclui eventual recurso.";Contraordenações previstas em diversos Códigos, bem como em diversa legislação avulsa#;"Código da Estrada#
Código do Trabalho#
Código da Propriedade Intelectual#
Código do Direito de Autor e dos Direitos Conexos#";;DL 433/82#;;PC;S;Trb#;"MP#
AP#";"Apreciar#
Iniciar#";150.40.001#;Realização de operações estatísticas oficiais#;Síntese (sintetizado)#;Média ;S;5;;"Critério legal:
Prazo previsto para a realização de inspeções aos tribunais, aos magistrados e aos oficiais de justiça - Regulamentos das inspeções Judiciais, [Deliberação do Conselho Superior de Magistratura 1868/2012], artº  5º; Regulamento das inspeções do Ministério Público, [Regulamento 17/2002], artº  7º; Regulamento das inspeções dos Tribunais Administrativos e Fiscais, [Deliberação do Conselho Superior dos Tribunais Administrativos e Fiscais 825/2005], artº 4º; Estatuto dos Funcionários de Justiça, [DL 343/99], artº 71º .";Data em que forem considerados findos para efeitos de arquivo;E;"Critério densidade informacional:
Informação síntese recuperável no
PN 150.40.001- Realização de operações estatísticas oficiais;
e pelo facto dos direitos associados ao PN se extinguirem com o cumprimento da obrigação.";Portaria 368/2013 refª 64, 202, 251 e 295;;;;
"600.30.753
";Conflitos de jurisdição ou competência;Resolução de conflito entre dois ou mais tribunais de espécie diferente, em que simultaneamente se arroguem (conflito positivo) ou declinem (conflito negativo) o poder de conhecer da mesma questão.  A questão pode ser suscitada oficiosamente junto do presidente do tribunal competente para decidir, por qualquer das partes ou pelo Ministério Público, seguindo-se um prazo para as partes se pronunciarem por escrito, bem como prazo de vista ao Ministério Público, terminando com a decisão do presidente.;A resolução cabe ao Tribunal dos Conflitos sempre que se derem entre os tribunais administrativos e os tribunais judiciais e ao Supremo Tribunal de Justiça nos restantes casos#;;;Lei 41/2013#;Código de Processo Civil, art 109 a 113#;PE;S;Trb#;MP#;Apreciar#;150.40.001#;Realização de operações estatísticas oficiais#;Síntese (sintetizado)#;Média ;S;5;;"Critério legal:
Prazo previsto para a realização de inspeções aos tribunais, aos magistrados e aos oficiais de justiça - Regulamentos das inspeções Judiciais, [Deliberação do Conselho Superior de Magistratura 1868/2012], artº  5º; Regulamento das inspeções do Ministério Público, [Regulamento 17/2002], artº  7º; Regulamento das inspeções dos Tribunais Administrativos e Fiscais, [Deliberação do Conselho Superior dos Tribunais Administrativos e Fiscais 825/2005], artº 4º; Estatuto dos Funcionários de Justiça, [DL 343/99], artº 71º .";Data em que forem considerados findos para efeitos de arquivo;E;"Critério densidade informacional:
Informação síntese recuperável no
PN 150.40.001- Realização de operações estatísticas oficiais;
e pelo facto dos direitos associados ao PN se extinguirem com o cumprimento da obrigação.";Portaria 368/2013 refª 227;;;;
"600.30.754
";Reenvio pré-judicial;Mecanismo processual que permite o diálogo entre os órgãos jurisdicionais nacionais e o TJUE, por meio do qual se visa conseguir, em todo o espaço da União Europeia (UE), a interpretação e a aplicação uniformes do Direito da União. Processa-se mediante o envio incidental, por parte dos tribunais nacionais ao Tribunal de Justiça da União Europeia, de questões necessárias para a resolução de um litígio pendente perante si, relativas à interpretação, ou à apreciação de validade, do Direito da União (com exceção da apreciação de validade dos Tratados). Suscitada a questão prejudicial, o tribunal onde a mesma é colocada suspende o processo no que se refere à futura prolação de mérito, salvo tudo o que não contenda com a mesma, seguindo-se uma tramitação junto do Tribunal de Justiça que inclui uma fase escrita e uma fase oral. A fase ora inicia-se com a notificação da decisão de reenvio do órgão jurisdicional nacional ao próprio Tribunal Justiça, seguindo-se a notificação, por este, da questão prejudicial a diversos interessados (partes do litígio principal, Estados-Membros e Comissão, bem como instituição, órgão ou organismo que tiver adotado o ato cuja validade ou interpretação é contestada), para que, querendo e no prazo de dois meses, apresentem as suas alegações ou observações escritas, a que se segue o relatório preliminar do juiz relator. Só depois se atinge a fase oral, em que os interessados se fazem ouvir (podendo, porém, o Tribunal de Justiça decidir pela sua não existência, ouvidos o advogado-geral e os ditos interessados, desde que nenhum destes apresente um pedido indicando os motivos por que deseja ser ouvido). De seguida, é proferida a decisão da questão pré-judicial, o tribunal que suscitou a questão e os restantes tribunais que julgam a causa em sede de recurso estão vinculados às conclusões do acórdão prejudicial, quer quanto aos seus efeitos materiais, quer temporais, devendo os demais tribunais da União respeitar o teor do acórdão prejudicial.;Qualquer tribunal, e pode ser qualificada como facultativa ou obrigatória, consoante a decisão a proferir admita ou não admita recurso judicial ordinário no respetivo direito interno#;;;"Tratado (UE) TFUE#
Estatuto (TJUE) ETJUE#
Regulamento (TJUE) RTJUE#";"Tratado sobre o funcionamento da União Europeia, art 267#
Tribunal de Justiça da União Europeia, Estatuto - art 23º#
Processo do Tribunal de Justiça, Regulamento - art 37 a 44, 55 a 62, 103, 104, 104-A e 104-B#";PE;S;Trb#;"MP#
DGERT#";"Apreciar#
Comunicar#";150.40.001#;Realização de operações estatísticas oficiais#;Síntese (sintetizado)#;Reduzida;S;;O mesmo prazo e destino final do processo principal;;Data em que forem considerados findos para efeitos de arquivo;O mesmo prazo e destino final do processo principal;;;;;;
"600.30.755
";Habeas corpus;Providência, de natureza urgente, destinada a pôr termo a uma situação de flagrante detenção ou prisão ilegal. No caso de detenção ilegal o processo inicia-se com um requerimento dirigido ao juiz de instrução criminal competente, inclui a apresentação do detido perante o juiz, a notificação da entidade que tem o detido à sua guarda para se apresentar no mesmo ato, munido das informações e esclarecimentos necessários à decisão que é proferida após a audição do Ministério Público e do defensor. No caso de prisão ilegal o processo inicia-se com a petição dirigida ao Presidente do Supremo Tribunal de Justiça, inclui informação por parte do juiz à ordem do qual o arguido se encontra preso sobre as condições em que foi efectuada ou se mantém a prisão, audiência e decisão. Do primeiro pode haver recurso, enquanto do segundo apenas pode haver reclamação para a conferência.;"Fundamentos do habeas corpus por detenção ilegal: i) estar excedido o prazo para entrega ao poder judicial; ii) manter-se a detenção fora dos locais legalmente permitidos; iii) ter sido a detenção efetuada ou ordenada por entidade incompetente; e iv) ter sido a detenção motivada por facto pelo qual a lei o não permite#
Fundamentos do habeas corpus por prisão ilegal: i) ter sido a prisão efetuada ou ordenada por entidade incompetente; ii) ser motivada por facto pelo qual a lei a não permite e; iii) manter-se para além dos prazos fixados pela lei ou por decisão judicial#
Habeas corpus por privação ilegal da liberdade no âmbito da Lei de Saúde Mental#";"Estar excedido o prazo para entrega ao poder judicial#
Manter-se a detenção fora dos locais legalmente permitidos
Detenção efetuada ou ordenada por entidade incompetente#
Detenção motivada por facto pelo qual a lei o não permite#
Prisão efetuada ou ordenada por entidade incompetente#
Ser motivada por facto pelo qual a lei a não permite e#
Manter-se para além dos prazos fixados pela lei ou por decisão judicial#";;"Lei Constitucional 1/2005#
DL 78/87#
Lei 36/98#";"Lei Constitucional 1/2005 - Constituição da República Portuguesa, art 31#
DL 78/87 - Código de Processo Penal, art 220 a 223#
Lei 36/98, art 31#";PE;S;Trb#;MP#;Apreciar#;150.40.001#;Realização de operações estatísticas oficiais#;Síntese (sintetizado)#;Reduzida;S;;O mesmo prazo e o mesmo destino final do processo prinicipal (no qual são incorporados). No caso de processos autónomos, 5 anos a contar da data da libertação.;Prazo máximo de prescrição da responsabilidade civil extracontratual.;;O mesmo prazo e o mesmo destino final do processo principal (no qual são incorporados). No caso de processos autónomos Conservação Permanente.;"Densidade informacional:
As relações de sintese  estabelecidas com outros PN, como as estatisticas e a avaliação da atividade da entidade, apenas permitem recuperar a enumeração dos casos (a sua dimensão geral), não habilitando a uma síntese qualitativa que represente a complexidade do PN.
Pelo que, se torna necessário a conservação da atuação particular.
 
";Portaria 368/2013, refª 256;;;;
600.30.800;Autorização da prática de atos relativos a interesses dos incapazes e ausentes pelo Ministério Público;"Processo especial de jurisdição voluntária da competência do Ministério Público destinado a (1) suprir o consentimento de pessoa quando a causa de pedir seja a incapacidade ou a ausência dessa pessoa, (2) conceder ou denegar a autorização para a prática de atos do representante legal do incapaz quando legalmente exigida, (3) conceder ou denegar autorização para a alienação ou oneração de bens do ausente quando tenha sido deferida a curadoria provisória ou definitiva, (4) confirmar atos praticados pelo representante do incapaz sem a necessária autorização, (5) providenciar que o representante legal do incapaz seja notificado para proceder à aceitação ou rejeição de liberalidades a favor do incapaz.
Este processo inicia-se com o pedido do interessado, seguindo-se a citação para contestar das pessoas definidas por lei, contestação, realização de diligências de prova tidas por necessárias e audição do Conselho de Família quando seja obrigatória. Termina com decisão do Ministério Público e elaboração da conta.";;;"Não se aplica quando:
 – No pedido destinado a suprir o consentimento de pessoa, o Conservador do Registo Civil detenha competência para suprir a falta de autorização dos pais ou do tutor para o casamento do nubente menor;
 – No pedido destinado a conceder ou denegar a autorização para a prática de atos do representante legal do incapaz quando legalmente exigida, quando esteja em causa autorização para ser outorgada partilha extrajudicial e o representante legal concorra à sucessão com o seu representado, sendo necessário nomear curador especial, bem como nos casos em que o pedido de autorização seja dependente de processo de inventário ou de interdição.";DL 272/2001#;DL 272/2001, art 2 a 4#;PE;;MP#;;;"150.40.001#
500.30.001#
500.30.002#
500.30.003#
500.30.004#";"Realização de operações estatísticas oficiais#
Processamento de contraordenações#
Aplicação de sanções administrativas inominadas#
Aplicação de sanções contratuais#
Aplicação de sanções disciplinares#";"Síntese (sintetizado)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (sucessor)#";Reduzida;S;20;;"Critério legal:
Prazo ordinário de prescrição ([DL 47344/66], Código Civil, artº 309).";Data em que forem considerados findos para efeitos de arquivo;C;"Critério legal:
Conservação para garante do exercício de direitos reais de propriedade.";;;;;
600.30.801;"Processos administrativos do Ministério Público

";"Acompanhamento por parte do Ministério Público (MP) de situações no âmbito das suas funções com objetivos diversos, designadamente, propor ou contestar uma ação ou equivalente, acompanhar a evolução de um ou mais processos, acompanhar situações de cooperação judiciária internacional ou exercer funções de direção ou coordenação.
Inicia com um despacho de um magistrado do Ministério Público (MP) que, quando entende ser necessário efetuar diligências para determinada finalidade, determina a abertura de um processo administrativo, manda proceder ao respetivo registo e, por regra, comunica ao superior hierárquico. Na origem do despacho do magistrado do Ministério Público (MP) pode estar um pedido de uma pessoa ou entidade, uma certidão de um serviço público, um ofício a comunicar determinada situação (impulso externo) ou pode ocorrer oficiosamente.
Termina com o arquivamento quando o assunto foi resolvido ou deixou de interessar ou quando o processo acompanhado foi arquivado.
Inclui registo, acompanhado pela hierarquia, diligências, registo de depoimentos, documentos, relatórios, certidões e outros elementos recolhidos para a finalidade atribuída ao Processo Administrativo.
";;;;"Circular PGR 12/79#
Circular PGR 4/84#";;PE;S;MP#;"GMG#
SGMJ#
SGMJ#

";"Iniciar#
Assessorar#
Comunicar#";"150.20.300#
150.40.001#
150.40.500#
300.30.008#
600.30.#";"Avaliação de atividades#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Produção de prova e decisão judicial#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
";Reduzida;S;5;;"Critério legal:
Prazo previsto para a realização de inspeções aos tribunais, aos magistrados e aos oficiais de justiça - Regulamentos das inspeções Judiciais, [Deliberação do Conselho Superior de Magistratura 1868/2012], artº  5º; Regulamento das inspeções do Ministério Público, [Regulamento 17/2002], artº  7º; Regulamento das inspeções dos Tribunais Administrativos e Fiscais, [Deliberação do Conselho Superior dos Tribunais Administrativos e Fiscais 825/2005], artº 4º; Estatuto dos Funcionários de Justiça, [DL 343/99], artº 71º .";Data em que forem considerados findos para efeitos de arquivo;E;"Critério da densidade informacional:
informação sobre os que foram pronunciados é recuperável em processos de PN 600.30;
informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (Relatório anual de atividades);
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (estatísticas organizacionais e operacionais);
PN 300.30.008 - Registo de documentos (casos tratados).";Portaria 368/2013 refª 53, 68, 133, 146, 194 e 276.;;;;
600.40;"Execução de penas, medidas e títulos executivos
";Compreende as atividades relacionadas com o processamento e controlo da execução de penas e medidas, privativas ou não da liberdade, no que se inclui o processamento de contraordenações da competência das autoridades judiciais.;"Documentação relativa ao ingresso em prisão ou acolhimento pela entidade de controlo da execução de penas e medidas não privativas da liberdade, e subsequente acompanhamento do condenado#
No caso do recluso, inclui a sua avaliação, a definição de plano individual, afetação a atividades, modificação da execução de pena ou alteração do regime, concessão de medidas de flexibilização, saída administrativa, aplicação de medidas disciplinares, transferência do recluso, libertação, entre outras#";;;;;;;;;;;;;;;;;;;;;;;;;
600.40.001;Acompanhamento da execução de pena e medida privativa da liberdade;"Acompanhamento e fiscalização da execução da pena de prisão e do internamento preventivo pelo tribunal de execução das penas, após o trânsito em julgado da sentença que determine aplicação da pena ou medida privativa da liberdade, bem como decisão da sua modificação, substituição e extinção.
Inicia com a autação da certidão da sentença condenatória  ou que declare a inimputabilidade ou imputabilidade a portador de anomalia psiquica e determine o internamento, de condenado e ou arguido e termina com a declaração da extinção da pena, modificação ou substituição de medida.
Inclui todos os autos principais como a notificação ao condenado e ou arguido, ao tribunal de condenação, aos serviços de reinserção social, aos serviços prisionais, ao diretor do estabelecimento a que o recluso esteja afeto, cumulo jurídico, bem como todos os outros atos e diligências processuais e incidentes que correm em apenso, realizados no âmbito de processo de internamento, de homologação dos planos individuais de readaptação e dos planos terapêuticos de reabilitação, de concessão e revogação de licenças de saída jurisdicional, de concessão e revogação de liberdade condicional, a adptação à liberdade condicional e a liberdade para prova, de homologação da decisão de colocação dos reclusos em regime aberto para o exterior, de verificação da legalidade das decisões dos serviços prisionais, de impugnação dessas decisões, de modificação de execução de pena de prisão a reclusos portadores de doença grave, evolutiva e irreversível ou de deficiência grave ou permanente ou de idade avançada, de indulto, de cancelamento provisório do registo criminal.
Inclui ainda as comunicações das decisões ao tribunal à ordem do qual o arguido cumpre a medida de coação.";"Processo único do recluso (PUR) no tribunal de execução de penas#
Em caso de cumprimento de pena de prisão#
Prisão por dias livres e regime de smidetenção#
Processo individual do recluso em estabelecimento prisional apenas nos atos que requerem o acompanhamento e fiscalização do tribunal de execução de penas#
Processo de acompanhamento do recluso por parte da reinserção social nos atos que requerem o acompanhamento e fiscalização do tribunal de execução de penas#";;;"Lei 62/2013#
Lei 40/2010#
Lei 115/2009#";"Lei 62/2013#
Lei 40/2010#
Lei 115/2009, art 145 e seguintes#";PE;S;TEP#;;;"550.10.010#
600.10.007#
600.40.002#
600.40.300#";"Ação de ordem e segurança em estabelecimento prisional#
Processamento de informação criminal#
Execução de pena e medida privativa da liberdade em meio prisional#
Expulsão judicial#


";"Cruzada#
Cruzada#
Sucessão (antecessor)#
Sucessão (antecessor)#";Reduzida;S;3;;"Critério legal:
[Lei 37/2015], artº 11, nº 6 - Registo Criminal - ""As decisões cuja vigência haja cessado são mantidas em ficheiro informático próprio durante um período máximo de 3 anos, o qual apenas pode ser acedido pelos serviços de identificação criminal para efeito de reposição de registo indevidamente cancelado ou retirado, e findo aquele prazo máximo são canceladas de forma irrevogável.""";"Data do trânsito em julgado e a data do cancelamento definitivo do registo criminal para as penas (nos termos do artigo 11.º da Lei 37/2015).





";"CP
";"Enumeração e tipificação dos casos recuperável através das estatísticas.
Esta síntese não permite recuperar o particular e individual, mas apenas o geral.
A aplicação de um critério de amostragem aleatória sobre este PN permitirá conhecer em detalhe alguns casos e obter um subconjunto representativo de todas as características da população-alvo.
Toma ainda como base o facto da imprevisibilidade dos estudos nesta área e a impossibilidade atual de conservar toda a produção.
A constituição de uma amostra significativa do universo de onde é retirada, mediante a aplicação de métodos estatísticos com uma margem de erro controlada, será suficiente para representar o universo.
A grelha para seleção da amostragem encontra-se no final desta página.
Extra amostra poderão ser conservadas os fat files ou os processos referentes a casos com maior impacto social.";;;;;
600.40.002;"Execução de pena e medida privativa da liberdade em meio prisional
";"Processamento de ingresso, afetação e transferência, avaliação, programação e execução do tratamento prisional e da libertação de recluso em estabelecimento prisional, previstos no código de execução das penas e medidas privativas da liberdade e no regulamento geral dos estabelecimentos prisionais.
Inicia com a verificação do título que determina o ingresso em estabelecimento prisional e termina com a concretização da libertação.
Para além dos procedimentos de ingresso e da afetação inclui os de alojamento e da avaliação inicial, de colocação e cessação em regime comum, aberto e de segurança, de avaliação de recluso, de elaboração, execução e acompanhamento do plano individual de readaptação, do plano terapêutico de reabilitação e da prisão preventiva, de autorização de realização de visita pessoal, regular, ocasional e urgente, de autorização dos contactos telefónicos- inscrição ou alteração dos números de telefone de contato do recluso - de concessão de licença de saída administrativa, de prestação de apoio social e económico na situação de reclusão, de aplicação de medidas disciplinares.";Processo individual do recluso (PIR) em estabelecimento prisional em caso de cumprimento de pena de prisão, prisão por dias livres e regime de semidetenção e de prisão preventiva#;;"Os atos processuais respeitantes ao recluso que requerem o acompanhamento e fiscalização por parte do tribunal de execução de penas devem ser considerados em  600.40.001 – Acompanhamento da execução de pena e medida privativa da liberdade;
O movimento de entradas e saídas de dinheiro da conta do recluso e do pecúlio do jovem internado em centro educativo deve ser considerado em 350.30.006 – Gestão da Conta corrente de pessoa provada da liberdade e de pessoa institucionalizada;
A prestação de cuidados de saúde a recluso deve ser considerada em ""Prestação de cuidados de saúde/ Gestão de utentes"" (700.10) e em Prestação de cuidados de saúde/ Serviços clínicos (700.20);
O procedimento disciplinar do recluso em estabelecimento prisional deve ser considerado em 500.20.300 – Procedimento disciplinar;
Solicitação diversa do recluso dirigida ao diretor do estabelecimento prisional ou ao serviço responsável pela execução da pena ou medida ou ao serviço de vigilância e segurança do estabelecimento prisional que não correspondam a atos relacionados com o acompanhamento e fiscalização do tribunal de execução de penas, deve ser considerada em 600.40.003 – Processamento de solicitação de recluso;
O controlo da corresponência do recluso deve ser considerada em 300.30.010 – Gestão de correspondência do recluso.";"DL 51/2011#
Lei 115/2009#";;PE;;DGRSP#;;;"150.40.001#
600.40.001#
550.10.010#
600.10.007#
600.40.001#
600.40.003#
600.40.300#";"Realização de operações estatísticas oficiais#
Acompanhamento da execução de pena e medida privativa da liberdade#
Ação de ordem e segurança em estabelecimento prisional#
Processamento de informação criminal#
Acompanhamento da execução de pena e medida privativa da liberdade#
Processamento de solicitação de recluso#
Expulsão judicial#";"Síntese (sintetizado)#
Sucessão (sucessor)#
Cruzada#
Cruzada#
Sucessão (sucessor)#
Síntese (sintetiza)#
Sucessão (antecessor)#";Reduzida;S;;;;;;;;;;;
600.40.002.01;Execução de pena e medida privativa da liberdade em meio prisional: registo de dados;Registo dos dados do ingresso, afetação, transferência, avaliação, programação e execução do tratamento prisional, regime em que se encontra, apoio social e económico, registo de saídas administrativas e registo de libertação de recluso em estabelecimento prisional.;;;;;;;;;;;;;;;;10;;"Critério legal:
[DL 144/2001], artº 9 ""O prazo de conservação dos dados pessoais é de 10 anos a contar da data da extinção da execução da pena ou medida de privação de liberdade. A contagem do prazo interrompe-se se durante o seu decurso ocorrer a execução de outra pena ou medida de privação de liberdade, correndo novo prazo de 10 anos, nos termos previstos no número anterior""";Data da extinção da pena e da medida;E;"Critério legal:
Art 9.º do [DL 144/2001],  ""O prazo de conservação dos dados pessoais é de 10 anos a contar da data da extinção da execução da pena ou medida de privação de liberdade. A contagem do prazo interrompe-se se durante o seu decurso ocorrer a execução de outra pena ou medida de privação de liberdade, correndo novo prazo de 10 anos, nos termos previstos no número anterior"";
nº 6 do art. 11.º da lei 37/2015 (cancelamento definitivo do registo criminal ""As decisões cuja vigência haja cessado são mantidas em ficheiro informático próprio durante um período máximo de 3 anos, o qual apenas pode ser acedido pelos serviços de identificação criminal para efeito de reposição de registo indevidamente cancelado ou retirado, e findo aquele prazo máximo são canceladas de forma irrevogável.""

Critério densidade informacional:
A informação sintese é recuperável em
PN 150.40.001 - Realização de operações estatísticas oficiais.";;;;;
600.40.002.02;Execução de pena e medida privativa da liberdade em meio prisional: processamento da informação;Processamento da informação para o ingresso, afetação, transferência, a avaliação, a programação e execução do tratamento prisional, pedido de telefones de contacto (inscrição ou alteração de números), pedido de autorização de visitas, pedidos de notificação e certidão de notificação de recluso, pedidos de colocação em regime aberto no interior, pedidos e guias de saida de curta duração  e de outras saídas administrativas, pedidos de apoio social e económico. Inclui todos os pareceres e despachos;;;;;;;;;;;;;;;;1;;"Critério utilidade administrativa:
Prazo para dar sequência à execução da pena e medida.";Data da da extinção da pena e da medida;E;"Critério legal:
Art 9.º do [DL 144/2001],  ""O prazo de conservação dos dados pessoais é de 10 anos a contar da data da extinção da execução da pena ou medida de privação de liberdade. A contagem do prazo interrompe-se se durante o seu decurso ocorrer a execução de outra pena ou medida de privação de liberdade, correndo novo prazo de 10 anos, nos termos previstos no número anterior"";
nº 6 do art. 11.º da [lei 37/2015] (cancelamento definitivo do registo criminal ""As decisões cuja vigência haja cessado são mantidas em ficheiro informático próprio durante um período máximo de 3 anos, o qual apenas pode ser acedido pelos serviços de identificação criminal para efeito de reposição de registo indevidamente cancelado ou retirado, e findo aquele prazo máximo são canceladas de forma irrevogável.""

Critério densidade informacional:
A informação sintese é recuperável em
PN 150.40.001-Realização de operações estatísticas oficiais.";;;;;
