Estado;Código;Título;PN que aglutina;Descrição;Notas de aplicação;Exemplos NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Diplomas jurídico-administrativos complementar;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Forma de contagem do prazo de cons. adm.;Destino final;Justificação DF;Notas;;;;;;;;;;
;450.30;Emissão de comprovativos de factos ou atos;;Compreende os processos de emissão de comprovativos da veracidade ou exatidão de factos ou atos permanentes ou transitórios.;Processos de emissão de comprovativos da veracidade ou exatidão de factos ou atos permanentes ou transitórios#;;"Exemplos de aplicação:
- Comprovativos de informação detida por autoridade pública - certidão de registo, certidão de tempo de serviço, declaração de presença em evento, declaração relativa à situação contributiva, certificado de habilitações, entre outros.
- Certificação de traduções.
- Reconhecimento de assinatura.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;450.30.002;"Certificação de habilitações ou qualificações
";;"Reconhecimento das habilitações literárias e profissionais de qualquer indivíduo.
Inicia com o pedido e termina com a emissão do certificado.
Inclui consulta e sistematização de dados, eventual cálculo do montante a pagar e apresentação do comprovativo do seu pagamento.";;;"O reconhecimento de grau de habilitação académica ou profissional deve ser considerado em 750.30.602 – Reconhecimento, creditação e validação de competências e qualificações#
A certificação de capacidade profissional deve ser considerada em 450.10.441 – Reconhecimento de títulos de profissões regulamentadas";"DL 341/2007#
DL 37/2015#";;PE;N;"AL#
IEFP#
CPL#";;;"150.20.300#
150.40.500#
250.10.601#
300.30.008#
350.30.001#
450.10.441#
500.10.001#
750.30.601#
750.30.602#
800.20.001#
800.20.002#
800.20.500#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Formalização de estágios profissionais#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Processamento e comunicação de resultados da avaliação#
Reconhecimento de títulos de profissões regulamentadas#
Realização de auditorias#
Reconhecimento, creditação e validação de competências e qualificações#
Realização de estudos de investigação básica#
Execução de projetos de investigação aplicada#
Desenvolvimento experimental e aplicacional";"Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (antecessor)#
Síntese (sintetizado)#
Cruzada#
Suplementar#
Suplementar#
Suplementar#
Síntese (sintetizado)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#";Média;S;10;;"Conjugação dos critérios:
- Legal
Prazo prescricional da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1)
Prazo prescricional do procedimento contraordenacional
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração)";data do encerramento do processo;E;"Critério: Densidade informacional
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade responsável pelo PN);
PN 300.30.008 - Registo de documentos (cópias autenticadas).
Informação recuperável nos
PN 450.10.441 - Reconhecimento de títulos de profissões regulamentadas;
PN 750.30.601 - Processamento e comunicação de resultados da avaliação#
PN 750.30.602 - Reconhecimento, creditação evalidação de competências e qualificações.";;;;;;;;;;;
;450.30.003;Emissão de certidões;;"Emissão de documento com especial valor de prova relativa a factos ou atos com base em informação detida pela Administração.
Inicia com o pedido e termina com a emissão da certidão.
Inclui consulta de documentos originais, transcrição integral ou parcial, cálculo da taxa a pagar e apresentação do comprovativo do seu pagamento.";"Certidão declarativa#
Certidão de documentos#
Certidão independente de despacho#
Certidão de localização de farmácias#
Certidão permanente#
Certidão narrativa#
Certidão de teor#";;A autenticação de cópias deve ser considerada em 450.30.503 – Confirmação, conferência ou emissão de cópias não certificadas#;DL 4/2015#;;PC;N;AP#;;;"150.20.300#
150.40.500#
300.30.008#
300.50.400#
350.30.001#
400.10.001#
400.10.009#
400.10.025#
400.10.026#
400.10.047#
400.10.200#
400.10.409#
400.30.001#
500.10.001#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Processamento de pedidos de consulta de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo Civil#
Registo Nacional de Pessoas Coletivas#
Aquisição de nacionalidade#
Atribuição e registo de estatuto de igualdade#
Identificador internacional de entidades contrapartes em transações financeiras#
Registo comercial#
Registo de veículos a motor e respetivos reboques#
Celebração de contratos, escrituras, títulos equivalentes e testamentos#
Realização de auditorias#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessor)#
Cruzada#
Sucessão (sucessor)#
Cruzada#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Suplementar#";Média;S;10;;"Conjugação dos critérios:
- Legal
Prazo prescricional da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1)
Prazo prescricional do procedimento contraordenacional
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração)";data do encerramento do processo;E;"Critério: Densidade informacional
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade responsável pelo PN);
PN 300.30.008 - Registo de documentos (certidões emitidas).
 ";;;;;;;;;;;
;450.30.500;"Certificação de doença, aptidão ou incapacidade


";;"Comprovação do estado de saúde para verificação de situações de aptidão física ou mental, incapacidade, permanente ou temporária, e de situações de saúde resultantes de acidente de trabalho ou de doença profissional.
Inicia com o pedido por parte da entidade ou do doente e termina com a certificação do estado de saúde.
Inclui comunicação da entidade, convocatória do doente, análise de pareceres e de relatórios clínicos, definição do grau de incapacidade, quando devido, confirmação de doença profissional ou de acidente de trabalho, elaboração de parecer e a comunicação da deliberação.";"Certificação de acidente em serviço#
Certificação de doença profissional#
Certificação de doença natural prolongada#
Qualificação como deficiente das Forças Armadas# 
Reconhecimento de vítima de stress pós-traumático#
Verificação de nível de incapacidade/capacidade
Certificação de incapacidade#";;;"DL 291/2009#
DL 377/2007#
DL 503/99#
Decreto Regulamentar 41/90#";;PC;S;"DGS#
ARS#
ADSE#
IASFA#";AP#;Iniciar#;"150.20.300#
150.40.500#
250.20.001#
300.30.008#
350.10.503#
350.30.001#
500.10.001#
650.10.010#
700.10.004#
800.10.603#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo biográfico de trabalhadores#
Registo de documentos e informação#
Liquidação de despesas decorrentes de acidentes e doenças de trabalho#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#
Concessão de subsídios de doença#
Registo de utilizadores de unidades de saúde#
Realização de perícias#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessor)#
Cruzada#
Suplementar#
Cruzada#
Cruzada#
Cruzada#";Média;S;50;;"Critério: utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração)
Tomou-se como referência o tempo de vida ativa do profissional.";data do encerramento do processo;E;"Critério: Densidade informacional
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade responsável pelo PN);
PN 250.20.001 - Registo biográfico de trabalhadores; 
PN 300.30.008 - Registo de documentos e informação (certificações emitidas).";;;;;;;;;;;
;450.30.502;"Emissão de declarações comprovativas
";;"Comprovação de determinada situação ou facto.
Inicia com o pedido e termina com a emissão da declaração.
Inclui consulta de registos, quando aplicável.";"Declaração de inexistência de dívida#
Declaração de presença#
Declaração de situação contributiva#";;"A declaração de utilidade pública de pessoas coletivas deve ser considerada em 450.20.001 – Reconhecimento de pessoas coletivas de utilidade pública#
A declaração de utilidade pública para efeito de expropriação deve ser considerada em 450.20.002 – Reconhecimento de utilidade pública para efeitos de expropriação#";DL 4/2015#;;PC;N;AP#;;;"150.20.300#
150.40.500#
250.10.301#
300.30.008#
300.50.400#
350.30.001#
500.10.001#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Seleção de cidadãos para trabalho voluntário#
Registo de documentos e informação#
Processamento de pedidos de consulta de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetiza)#
Síntese (sintetizado)#
Sucessão (sucessor)#
Cruzada#
Suplementar#";Média;S;10;;"Conjugação dos critérios:
- Legal
Prazo prescricional da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1)
Prazo prescricional do procedimento contraordenacional
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração)";data do encerramento do processo;E;"Critério: Densidade informacional
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade responsável pelo PN);
PN 300.30.008 - Registo de documentos (declarações emitidas).";;;;;;;;;;;
;450.30.503;"Confirmação, conferência ou emissão de cópias não certificadas
";450.30.001;"Comprovação da veracidade de cópias obtidas a partir de documentos originais.
Inicia com o pedido e termina com a autenticação da cópia.
Inclui consulta de originais, reprodução do documento original, validação da cópia, cálculo da taxa devida e apresentação do comprovativo do seu pagamento.";Autenticação de cópias (PN 450.30.001);;A emissão de certidões deve ser considerada em 450.30.003 – Emissão de certidões#;"DL 30/2000#
DL 29/2000#
DL 28/2000#
DL 135/99#
DL 6/96#";;PC;N;AP#;;;"150.20.300#
150.40.500#
300.30.008#
300.50.400#
350.30.001#
400.10.001#
400.10.009#
400.10.025#
400.10.047#
400.10.200#
400.10.406#
400.10.409#
400.30.001#
500.10.001#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Processamento de pedidos de consulta de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo civil#
Registo Nacional de Pessoas Coletivas#
Aquisição de nacionalidade#
Identificador internacional de entidades contrapartes em transações financeiras#
Registo comercial#
Registo predial#
Registo de veículos a motor e respetivos reboques#
Celebração de contratos, escrituras, títulos equivalentes e testamentos#
Realização de auditorias#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessor)#
Cruzada#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Suplementar#";Média;S;10;;"Conjugação dos critérios:
- Legal
Prazo prescricional da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1)
Prazo prescricional do procedimento contraordenacional
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração)";data do encerramento do processo;E;"Critério: Densidade informacional
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade responsável pelo PN);
PN 300.30.008 - Registo de documentos (cópias autenticadas).";;;;;;;;;;;
;450.30.504;"Certificação de óbito
";;"Comprovação do término da vida de um indivíduo, apontando também as causas que ocasionaram a morte.
Inicia com a introdução dos dados e termina com a emissão do certificado de óbito.
Inclui a emissão de guia de transporte, o preenchimento do boletim de informação clínica, quando determinado nos termos da lei, os dados registados pelas equipas de emergência pela entidade competente, os dados resultantes de autópsia clínica, sempre que tenha lugar, os dados resultantes de autópsia médico-legal ou de perícia médico-legal a ela associada, sempre que tenha lugar, mediante autorização prévia da autoridade judiciária competente, o registo da dispensa ou não da autópsia médico-legal e a decisão de autorizar ou não a divulgação dessa informação e da causa da morte.
";;;O registo de óbitos deve ser considerado em 400.10.001 – Registo civil#;Lei 15/2012#;;PE;S;DGS#;"HH#
INMLCF#";"Iniciar#
Assessorar#";"150.20.300#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.001#
400.10.040#
500.10.001#
700.20.200#
700.20.300#
700.20.402#
700.20.403#
700.20.407#
700.20.500#
700.20.600#
710.20.001#
800.10.603#

";"Avaliação de atividades#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo civil#
Registo nacional de utentes#
Realização de auditorias#
Prestação de cuidados de saúde personalizados#
Prestação de cuidados de emergência médica#
Realização de consultas externas#
Atendimentos urgentes#
Prestação de cuidados de convalescença#
Prestação de cuidados de reabilitação#
Prestação de cuidados paliativos#
Inumação e cremação de restos mortais#
Realização de perícias#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Cruzada#
Sucessão (antecessor)#
Complementar#
Suplementar#
Complementar#
Complementar#
Complementar#
Complementar#
Complementar#
Complementar#
Complementar#
Sucessão (antecessor)#
Cruzada#";Média;S;20;;"Conjugação dos critérios:
- Legal
[Lei 15/2012], artº 10, nº 3: O prazo máximo de conservação dos dados recolhidos é de 20 anos, ficando registadas as pesquisas efetuadas pelos médicos e pelas entidades com acesso ao SICO para efeitos de  controlo do cumprimento do previsto
no número anterior.";data do encerramento do processo;E;"Critério: Densidade informacional
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade responsável pelo PN);
PN 300.30.008 - Registo de documentos e informação (certificados emitidos).";;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
