Ano do diploma;Tipo de diploma;N.º do diploma;Data do diploma;Título / âmbito do diploma;Link;;
2009;DL;258/2009;25 de setembro;No uso da autorização legislativa concedida pela Lei n.º 32/2009, de 9 de Julho, que determina a aplicação do Decreto-Lei n.º 123/2009, de 21 de Maio, às infra-estruturas aptas ao alojamento de redes de comunicações electrónicas detidas, geridas ou utilizadas pelas empresas de comunicações electrónicas, sujeitando-as ao regime de acesso aberto, procede à terceira alteração da Lei n.º 5/2004, de 10 de Fevereiro, e à primeira alteração do Decreto-Lei n.º 123/2009, de 21 de Maio;https://dre.pt/application/file/490613;;
2009;DL;260/2009;25 de setembro;Regula o regime jurídico do exercício e licenciamento das agências privadas de colocação e das empresas de trabalho temporário;https://dre.pt/application/file/490607;;
2009;DL;264/2009;28 de setembro;Segunda alteração ao Decreto-Lei n.º 151-A/2000, de 20 de Julho, que estabelece o regime aplicável ao licenciamento de redes e estações de radiocomunicações e à fiscalização da instalação das referidas estações e da utilização do espectro radioeléctrico, bem como a definição dos princípios aplicáveis às taxas radioeléctricas e à partilha de infra-estruturas de radiocomunicações;http://dre.pt/pdf1sdip/2009/09/18800/0697206982.pdf;;
2009;DL;267/2009;29 de setembro;Estabelece o regime jurídico da gestão de óleos alimentares usados;https://dre.pt/application/file/490640;;
2009;DL;268/2009;29 de setembro;Estabelece o regime do licenciamento dos recintos itinerantes e improvisados, bem como as normas técnicas e de segurança aplicáveis à instalação e funcionamento dos equipamentos de diversão instalados nesses recintos, e procede à terceira alteração do Decreto-Lei n.º 309/2002, de 16 de Dezembro, que regula a instalação e o financiamento de recintos de espetáculos, no âmbito das competências das câmaras municipais;http://dre.pt/pdf1sdip/2009/09/18900/0699907008.pdf;;
2009;DL;272/2009;1 de outubro;Estabelece as medidas específicas de apoio ao desenvolvimento do desporto de alto rendimento e procede à primeira alteração ao Decreto-Lei n.º 393-A/99, de 2 de Outubro, que regula os regimes especiais de acesso e ingresso no ensino superior;https://dre.pt/application/file/490995;;
2009;DL;286/2009;8 de outubro;Regula a assistência e o patrocínio judiciário aos bombeiros, nos processos judiciais em que sejam demandados ou demandantes, por factos ocorridos no âmbito do exercício de funções, nos termos do artigo 7.º do Decreto-Lei n.º 241/2007, de 21 de Junho;https://dre.pt/application/file/491065;;
2009;DL;290/2009;12 de outubro;Aprova o regime jurídico de concessão de apoio técnico e financeiro para o desenvolvimento das políticas de emprego e de apoio à qualificação das pessoas com deficiência e incapacidades e o regime de concessão de apoio técnico e financeiro aos centros de reabilitação profissional de gestão participada, às entidades de reabilitação, bem como a credenciação de centros de recursos do Instituto do Emprego e Formação Profissional, I. P., e a criação do Fórum para a Integração Profissional;https://dre.pt/application/file/491623;;
2009;DL;291/2009;12 de outubro;Procede à segunda alteração ao Decreto-Lei n.º 202/96, de 23 de Outubro, que estabelece o regime de avaliação de incapacidade das pessoas com deficiência para efeitos de acesso às medidas e benefícios previstos na lei;https://dre.pt/application/file/491624;;
2009;DL;315/2009;29 de outubro;Regime jurídico da detenção de animais perigosos e potencialmente perigosos enquanto animais de companhia;https://dre.pt/application/file/a/483342;;
2009;DL;141/2009;16 de dezembro;Estabelece o regime jurídico das instalações desportivas de uso público;https://dre.pt/application/file/494689;;
2009;DL ;42/2009;2 de dezembro;Estabelece as competências das unidades da Polícia Judiciária e o regime remuneratório dos seus dirigentes;https://dre.pt/application/file/602196;;
2009;Lei;7/2009;12 de fevereiro;Aprova a revisão do Código do Trabalho;https://dre.pt/application/file/602193;;
2009;Lei;46/2009;20 de fevereiro;Procede à sexta alteração ao Decreto-Lei 380/99, de 22 de Setembro, que estabelece o regime jurídico dos instrumentos de gestão territorial;http://dre.pt/pdf1sdip/2009/02/03600/0116801205.pdf;;
2009;Lei;9/2009;4 de março;Transpõe para a ordem jurídica interna a Diretiva n.º 2005/36/CE, do Parlamento e do Conselho, de 7 de Setembro, relativa ao reconhecimento das qualificações profissionais,;https://dre.pt/application/file/604699;;
2009;Lei; 11/2009;25 de março;Regime contraordenacional do Regulamento de Segurança de Barragens, aprovado pelo Decreto-Lei n.º 344/2007, de 15 de Outubro.;https://dre.pt/application/file/605442;;
2009;Lei; 12/2009;26 de março;Estabelece o regime jurídico da qualidade e segurança relativa à dádiva, colheita, análise, processamento, preservação, armazenamento, distribuição e aplicação de tecidos e células de origem humana, transpondo para a ordem jurídica interna as Diretivas n.os 2004/23/CE, do Parlamento Europeu e do Conselho, de 31 de Março, 2006/17/CE, da Comissão, de 8 de Fevereiro, e 2006/86/CE, da Comissão, de 24 de Outubro;https://dre.pt/application/file/603284;;
2009;Lei;21/2009;20 de maio;Revoga o Decreto n.º 35 106, de 6 de Novembro de 1945;https://dre.pt/application/file/608785;;
2009;Lei;31-A/2009;7 de julho;Lei de Defesa Nacional Nota: Esta Lei é rectificada pela Declaração de Rectificação n.º 52/2009, de 20 de Julho, na qual se pública a Lei Orgânica n.º 1-B/2009, de 7 de Julho;https://dre.pt/application/file/345267;;
2009;Lei;39/2009;30 de julho;Estabelece o regime jurídico do combate à violência, ao racismo, à xenofobia e à intolerância nos espetáculos desportivos, de forma a possibilitar a realização dos mesmos com segurança;https://dre.pt/application/file/493139;;
2009;Lei;49/2009;8 de agosto;Regula as condições de acesso e exercício das atividades de comércio e indústria de bens e tecnologias militares;https://dre.pt/application/file/493816;;
2009;Lei;78/2009;13 de agosto;Procede à oitava alteração ao Código da Estrada, permitindo o averbamento da habilitação legal para a condução de veículos da categoria A1 à carta de condução que habilita legalmente para a condução de veículos da categoria B;https://dre.pt/application/file/493335;;
2009;Lei;81/2009;21 de agosto;Institui um sistema de vigilância em saúde pública, que identifica situações de risco, recolhe, actualiza, analisa e divulga os dados relativos a doenças transmissíveis e outros riscos em saúde pública, bem como prepara planos de contingência face a situações de emergência ou tão graves como de calamidade pública;https://dre.pt/application/file/488239;;
2009;Lei;85/2009;27 de agosto;Estabelece o regime da escolaridade obrigatória para as crianças e jovens que se encontram em idade escolar ;https://dre.pt/application/file/488764;;
2009;Lei;86/2009;28 de agosto;Autoriza o Governo a estabelecer o regime jurídico da estrutura e organização dos serviços da administração autárquica, revogando o Decreto-Lei n.º 116/84, de 6 de Abril;https://dre.pt/pdf1sdip/2009/08/16700/0568805689.pdf;;
2009;Lei;98/2009;4 de setembro;Regulamenta o regime de reparação de acidentes de trabalho e de doenças profissionais, incluindo a reabilitação e reintegração profissionais, nos termos do artigo 284.º do Código do Trabalho, aprovado pela Lei n.º 7/2009, de 12 de Fevereiro;https://dre.pt/application/file/489343;;
2009;Lei;102/2009;10 de setembro;Regime jurídico da promoção da segurança e saúde no trabalho;http://dre.pt/pdf1sdip/2009/09/17600/0616706192.pdf;;
2009;Lei;103/2009;11 de setembro;Aprova o regime jurídico do apadrinhamento civil, procedendo à alteração do Código do Registo Civil, do Código do Imposto sobre o Rendimento das Pessoas Singulares, da Lei de Organização e Funcionamento dos Tribunais Judiciais e do Código Civil;https://dre.pt/application/file/489875;;
2009;Lei;104/2009;14 de setembro;Aprova o regime de concessão de indemnização às vítimas de crimes violentos e de violência doméstica;https://dre.pt/application/file/489895;;
2009;Lei;112/2009;16 de setembro;Estabelece o regime jurídico aplicável à prevenção da violência doméstica, à proteção e à assistência das suas vítimas e revoga a Lei n.º 107/99, de 3 de Agosto, e o Decreto-Lei n.º 323/2000, de 19 de Dezembro;https://dre.pt/application/file/490285;;
2009;Lei;115/2009;12 de outubro;"Código da Execução das penas e medidas privativas da liberdade
";https://dre.pt/application/file/491628;;
2009;Lei Orgânica;1-A/2009;7 de julho;Lei Orgânica de Bases da Organização das Forças Armadas repúblicada pela Lei Orgânica 6/2014#;https://dre.pt/application/file/345266;;
2009;Lei Orgânica;Feb-09;22 de julho;Aprova o Regulamento de Disciplina Militar;https://dre.pt/application/file/a/493276;;
2009;Norma Operacional Permanente;3101/2009;4 de junho;Classificação de ocorrências (Existe a NOP 3101/2013 documento RESERVADO em vigor a partir de 5 de março);http://www.bombeiros.pt/Arquivo1/NOP's/NOP%203101-2009%20-%20Classifica%E7%E3o%20de%20Ocorr%EAncias.pdf;;
2009;Portaria;62/2009;22 de janeiro;Aprova os modelos de termos de aceitação da nomeação e de termo de posse;https://dre.pt/application/file/602644;;
2009;Portaria;64/2009;22 de janeiro;Estabelece o regime de credenciação de entidades para a emissão de pareceres, realização de vistorias e de inspecções das condições de segurança contra incêndios em edifícios (SCIE);https://dre.pt/application/file/602637;;
2009;Portaria;83-A/2009;22 de janeiro;Regulamenta a tramitação do procedimento concursal nos termos do n.º 2 do artigo 54.º da Lei n.º 12-A/2008, de 27 de Fevereiro (LVCR);https://dre.pt/application/file/624315;;
2009;Portaria;128/2009;30 de janeiro;Regula as medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/601667;;
2009;Portaria;230-A/2009;27 de fevereiro;Altera a ficha técnica dos certificados de aforro - série C, constante da Portaria n.º 73-A/2008, de 23 de Janeiro;https://dre.pt/application/file/260676;;
2009;Portaria;307/2009;25 de março;Estabelece o regime do registo de procurações e respetivas extinções e os termos em que se processa a circulação electrónica de dados e documentos;https://dre.pt/application/file/605439;;
2009;Portaria;420/2009;20 de abril;Procede à revisão das categorias de bens e serviços cujos acordos quadro e procedimentos de contratação da aquisição são celebrados e conduzidos pela Agência Nacional de Compras Públicas, E. P. E. (ANCP);https://dre.pt/application/file/603788;;
2009;Portaria;569/2009;28 de maio;Cria o curso de pós-licenciatura de especialização em Enfermagem de Saúde Infantil e Pediatria na Escola Superior de Saúde do Instituto Politécnico de Beja e aprova o respectivo plano de estudos;https://dre.pt/application/file/494155;;
2009;Portaria;609/2009;5 de junho;Aprova o modelo de registo de trabalho extraordinário e os elementos que deve conter;https://dre.pt/application/file/494163;;
2009;Portaria;596/2009;3 de junho;Aprova o Regulamento de Aplicação da Medida n.º 4.1, «Cooperação para a Inovação», integrada no subprograma n.º 4, «Promoção do conhecimento e desenvolvimento de competências», do Programa de Desenvolvimento Rural do Continente - PRODER;https://dre.pt/application/file/494383;;
2009;Portaria;631/2009;9 de junho;Estabelece as normas regulamentares a que obedece a gestão dos efluentes das atividades pecuárias e as normas regulamentares relativas ao armazenamento, transporte e valorização de outros fertilizantes orgânicos;https://dre.pt/application/file/494463;;
2009;Portaria;634/2009;9 de junho;Estabelece as normas regulamentares aplicáveis à actividade de detenção e produção pecuária ou atividades complementares de equídeos;https://dre.pt/application/file/494466;;
2009;Portaria;635/2009;9 de junho;Estabelece as normas regulamentares aplicáveis à actividade de detenção e produção pecuária ou atividades complementares de animais da família Leporidae (coelhos e lebres);https://dre.pt/application/file/494467;;
2009;Portaria;636/2009;9 de junho;Estabelece as normas regulamentares aplicáveis à actividade de detenção e produção pecuária ou atividades complementares de animais da espécie suína;https://dre.pt/application/file/494468;;
2009;Portaria;637/2009;9 de junho;Estabelece as normas regulamentares aplicáveis à actividade de detenção e produção pecuária ou atividades complementares de animais de espécies avícolas;https://dre.pt/application/file/494453;;
2009;Portaria;676/2009;23 de junho;Substitui a tabela n.º 3 do anexo à Portaria n.º 80/2006, de 23 de Janeiro, que fixa os limiares mássicos máximos e mínimos de poluentes atmosféricos;https://dre.pt/application/file/494731;;
2009;Portaria;677/2009;23 de junho;Fixa os valores limite de emissão (VLE) aplicáveis às instalações de combustão abrangidas pelo Decreto-Lei n.º 78/2004;https://dre.pt/application/file/494734;;
2009;Portaria;696/2009;30 de junho;Estabelece os termos e condições da disponibilização de acessos electrónicos com valor de certidão às procurações registadas através da Internet;https://dre.pt/application/file/491866;;
2009;Portaria;771/2009;20 de julho;Altera o Regulamento do Registo Nacional das Organizações não Governamentais de Ambiente (ONGA) e Equiparadas, aprovado pela Portaria n.º 478/99, de 29 de Junho, com as alterações introduzidas pela Portaria n.º 71/2003, de 20 de Janeiro;https://dre.pt/application/file/492323;;
2009;Portaria;773/2009;21 de julho;Define o procedimento de registo, na Autoridade Nacional de Proteção Civil (ANPC), das entidades que exerçam a actividade de comercialização, instalação e ou manutenção de produtos e equipamentos de segurança contra incêndio em edifícios (SCIE);https://dre.pt/application/file/492666;;
2009;Portaria;782/2009;23 de julho;Regula o Quadro Nacional de Qualificações e define os descritores para a caracterização dos níveis de qualificação nacionais;https://dre.pt/application/file/493165;;
2009;Portaria;972/2009;31 de agosto;Regulamenta o novo regime jurídico das informações vinculativas;https://dre.pt/application/file/488432;;
2009;Portaria;985/2009;4 de setembro;Aprova a criação do Programa de Apoio ao Empreendimento e à Criação do Próprio Emprego (PAECPE), a promover e executar pelo Instituto do Emprego e Formação Profissional, I. P., e regulamenta os apoios a conceder no seu âmbito;https://dre.pt/application/file/489345;;
2009;Portaria;1109/2009;25 de setembro;Determina o suporte informático para os actos e processos de registo civil e regulamenta a reconstituição de actos e processos de registo;https://dre.pt/application/file/490608;;
2009;Portaria;1246/2009;13 de outubro;Fixa as taxas devidas pelos requerentes pelos actos prestados pela Direcção-Geral de Veterinária (DGV) no âmbito dos procedimentos de declaração prévia, de autorização prévia e respetivas alterações, para os centros de atendimentos médico-veterinários (CAMV);https://dre.pt/application/file/491665;;
2009;Portaria;1284/2009;19 de outubro;Estabelece o conteúdo dos planos de gestão de bacia hidrográfica;https://dre.pt/application/file/483001;;
2009;Portaria;1315/2009;21 de outubro;Estabelece os valores máximos das comparticipações das famílias na frequência de estabelecimentos de educação especial por crianças e jovens com deficiência para efeitos de determinação dos montantes do subsídio de educação especial;https://dre.pt/application/file/482749;;
2009;Portaria;1324/2009;21 de outubro;Estabelece os valores máximos das mensalidades a praticar pelas cooperativas e associações de ensino especial para efeitos de atribuição do subsídio de educação especial;https://dre.pt/application/file/482753;;
2009;Portaria;1325/2009;21 de outubro;Estabelece os valores máximos das mensalidades a praticar pelos estabelecimentos de educação especial com fins lucrativos para efeitos de atribuição do subsídio de educação especial;https://dre.pt/application/file/482754;;
2009;Portaria;1359/2009;27 de outubro;Ministérios das Finanças e da Adiminstração Pública, da Defesa Nacional, da Administração Interna, da Justiça, do Trabalho e da Solidariedade Social e da Saúde ;https://dre.pt/application/file/483066;;
2009;Regulamento (CE); 428/2009;5 de maio;Cria um regime comunitário de controlo das exportações, transferências, corretagem e trânsito de produtos de dupla utilização.;http://eur-lex.europa.eu/legal-content/PT/TXT/?uri=celex%3A32009R0428;;
2009;Regulamento (CE);810/2009;13 de julho;Estabelece o Código Comunitário de Vistos;http://eur-lex.europa.eu/legal-content/PT/TXT/PDF/?uri=CELEX:32009R0810&from=PT;;
2009;Regulamento (CE);1221/2009;25 de novembro;Relativo à participação voluntária de organizações num sistema comunitário de ecogestão e auditoria (EMAS), que revoga o Regulamento;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2009:342:0001:0045:PT:PDF;;
2009;Regulamento (CE);4/2009;18 de dezembro;relativo à competência, à lei aplicável, ao reconhecimento e à execução das decisões e à cooperação em matéria de obrigações alimentares;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2009:007:0001:0079:PT:PDF;;
2009;RCM;29/2009;30 de março;Procede à primeira alteração à Resolução do Conselho de Ministros n.º 191-A/2008, de 27 de Novembro, que aprovou o Programa de Regularização Extraordinária de Dívidas do Estado, reforçando a garantia de pagamento aos credores;https://dre.pt/application/file/603323;;
2009;RCM;109/2009;2 de outubro;Cria a Rede Interministerial de Tecnologias de Informação e Comunicação e aprova normas para a identificação, autenticação e assinatura electrónicas de cidadãos perante a Administração;https://dre.pt/application/file/491028;;
2009;DL;180/2009;7 de agosto ;Aprova o regime do Sistema Nacional de Informação Geográfica, transpondo para a ordem jurídica interna a Diretiva n.º 2007/2/CE, do Parlamento Europeu e do Conselho, de 14 de Março, que estabelece uma Infra-Estrutura de Informação Geográfica na Comunidade Europeia (INSPIRE), e revoga o Decreto-Lei n.º 53/90, de 13 de Fevereiro;https://dre.pt/application/file/493848;;
2010;Aviso;11367/2010;8 de junho;"pública em anexo o Regulamento de Apoios Especiais, a iniciativas de índole geral da comunidade científica portuguesa, reconhecidas pelo mérito e impacto no plano nacional e internacional, e que contemplem a promoção de atividades de I&amp;D, e ou de transmissão de conhecimento em qualquer área científica.";https://dre.pt/application/file/2947871;;
2010;Aviso;17842/2010;9 de setembro;Regulamento de Acesso a Financiamento de Projectos de Investigação Científica e Desenvolvimento Tecnológico 2010;https://www.fct.pt/apoios/projectos/regulamento2010DR.pdf;;
2010;Declaração de Retificação;70/2010;15 de janeiro;Retificação do aviso n.º 20653/2009, públicado no Diário da República, 2.ª série, n.º 222, de 16 de Novembro de 2009;https://dre.pt/application/file/2150121;;
2010;Decreto Regulamentar;6/2010;28 de dezembro;Define as regras aplicáveis ao licenciamento de complexos, carreiras e campos de tiro para a prática de tiro com armas de fogo e revoga o Decreto Regulamentar n.º 19/2006, de 25 de Outubro;https://dre.pt/application/file/306694;;
2010;Deliberação do Conselho Directivo do IGFSS;15/2010;6 de janeiro;Delegação de competências no âmbito do Instituto de Gestão Financeira da Segurança Social;https://dre.pt/application/file/1998272;;
2010;Deliberação do Conselho Directivo do INFARMED;516/2010;12 de março;Define os elementos que devem instruir a notificação, a efectuar ao INFARMED, I. P., do exercício no território nacional das atividades de fabrico, montagem, acondicionamento, execução, renovação, remodelação, alteração do tipo, rotulagem ou esterilização de dispositivos médicos quer destinados à colocação no mercado quer à exportação;https://dre.pt/application/file/1339149;;
2010;Despacho;3227/2010;22 de fevereiro;Aprovação do Programa de Prevenção de Resíduos Urbanos (PPRU) para o período de 2009-2016;https://dre.pt/application/file/1674533;;
2010;Despacho;6387/2010;12 de abril;Aprova o Regulamento do Procedimento da Inspecção-Geral de Finanças;http://dre.pt/pdf2sdip/2010/04/070000000/1862018624.pdf;;
2010;Despacho;13515/2010;23 de agosto;Constituição e regras de funcionamento das comissões técnicas de classificação dos centros de atendimento médico-veterinário;https://dre.pt/application/file/3121588;;
2010;Despacho Normativo;12/2010;21 de maio;Alteração ao despacho normativo n.º 4-A/2008, de 24 de Janeiro, que fixa a natureza e os limites máximos dos custos considerados elegíveis para efeitos de co-financiamento pelo Fundo Social Europeu (FSE), pelo Fundo Europeu do Desenvolvimento Regional (FEDER), pelo Fundo Europeu Agrícola de Desenvolvimento Rural (FEADER) e pelo Fundo Europeu das Pescas (FEP), para o período de programação de 2007-2013;https://dre.pt/application/file/2088195;;
2010;DL;18/2010;19 de março;Estabelece o regime do Programa de Estágios Profissionais na Administração Pública e revoga o Decreto-Lei n.º 326/99, de 18 de Agosto;https://dre.pt/application/file/611411;;
2010;DL;26/2010;30 de março;Procede à décima alteração ao Decreto-Lei n.º 555/99, de 16 de Dezembro, que estabelece o regime jurídico da urbanização e edificação, e procede à primeira alteração ao Decreto-Lei n.º 107/2009, de 15 de Maio;http://dre.pt/pdf1sdip/2010/03/06200/0098501025.pdf;;
2010;DL;48-A/2010;13 de maio;Aprova o regime geral das comparticipações do Estado no preço dos medicamentos, altera as regras a que obedece a avaliação prévia de medicamentos para aquisição pelos hospitais do Serviço Nacional de Saúde;https://dre.pt/application/file/227720;;
2010;DL;70/2010;16 de junho;Estabelece as regras para a determinação da condição de recursos a ter em conta na atribuição e manutenção das prestações do subsistema de proteção familiar e do subsistema de solidariedade, bem como para a atribuição de outros apoios sociais públicos, e procede às alterações na atribuição do rendimento social de inserção, tomando medidas para aumentar a possibilidade de inserção dos seus beneficiários, procedendo à primeira alteração ao Decreto-Lei n.º 164/99, de 13 de Maio, à segunda alteração à Lei n.º 13/2003, de 21 de Maio, à quinta alteração ao Decreto-Lei n.º 176/2003, de 2 de Agosto, à segunda alteração ao Decreto-Lei n.º 283/2003, de 8 de Novembro, e à primeira alteração ao Decreto-Lei n.º 91/2009, de 9 de Abril;https://dre.pt/application/file/335560;;
2010;DL;72/2010;18 de junho;Estabelece medidas para reforçar a empregabilidade dos beneficiários de prestações de desemprego e o combate à fraude, procedendo à terceira alteração ao Decreto-Lei n.º 220/2006, de 3 de Novembro, e à quarta alteração ao Decreto-Lei n.º 124/84, de 18 de Abril;https://dre.pt/application/file/335544;;
2010;DL;73/2010;21 de junho;Código dos Impostos Especiais de Consumo, transpondo a Diretiva n.º 2008/118/CE, do Conselho, de 16 de Dezembro;https://dre.pt/application/file/335551;;
2010;DL;92/2010;26 de julho;Estabelece os princípios e as regras necessárias para simplificar o livre acesso e exercício das atividades de serviços e transpõe a Diretiva n.º 2006/123/CE, do Parlamento Europeu e do Conselho, de 12 de Dezembro;https://dre.pt/application/file/333971;;
2010;DL;102/2010;23 de setembro;Estabelece o regime da avaliação e gestão da qualidade do ar ambiente, transpondo a Diretiva n.º 2008/50/CE, do Parlamento Europeu e do Conselho, de 21 de Maio, e a Diretiva n.º 2004/107/CE, do Parlamento Europeu e do Conselho, de 15 de Dezembro;https://dre.pt/application/file/342199;;
2010;DL;108/2010;13 de outubro;Estabelece o regime jurídico das medidas necessárias para garantir o bom estado ambiental do meio marinho até 2020, transpondo a Diretiva n.º 2008/56/CE, do Parlamento Europeu e do Conselho, de 17 de Junho;https://dre.pt/application/file/344628;;
2010;DL;111/2010;15 de outubro;Modifica o regime dos horários de funcionamento dos estabelecimentos comerciais, procedendo à terceira alteração ao Decreto-Lei n.º 48/96, de 15 de Maio, e revogando a Portaria n.º 153/96, de 15 de Maio;https://dre.pt/application/file/307915;;
2010;DL;114/2010;22 de outubro;Simplifica a apresentação de candidaturas a fundos destinados à beneficiação e valorização florestal, modifica o regime de aprovação, alteração ou revisão dos planos regionais de ordenamento florestal e procede à primeira alteração ao Decreto-Lei n.º 16/2009, de 14 de Janeiro;https://dre.pt/application/file/307962;;
2010;DL;116/2010;22 de outubro;Elimina o aumento extraordinário de 25 % do abono de família nos 1.º e 2.º escalões e cessa a atribuição do abono aos 4.º e 5.º escalões de rendimento, procedendo à sétima alteração ao Decreto-Lei n.º 176/2003, de 2 de Agosto;https://dre.pt/application/file/307966;;
2010;DL;120/2010;27 de outubro;Regula a constituição e funcionamento da Comissão de Proteção às Vítimas de Crimes, em regulamentação da Lei n.º 104/2009, de 14 de Setembro;https://dre.pt/application/file/307744;;
2010;DL;121/2010;27 de outubro;Estabelece os requisitos para habilitação dos candidatos ao apadrinhamento civil e procede à regulamentação da Lei n.º 103/2009, de 11 de Setembro;https://dre.pt/application/file/307751;;
2010;DL;123/2010;12 de novembro;Cria um regime especial das expropriações necessárias à realização de infra-estruturas que integram candidaturas beneficiárias de co-financiamento por fundos comunitários, bem como das infra-estruturas afectas ao desenvolvimento de plataformas logísticas, no uso da autorização legislativa concedida pela Lei n.º 31/2010, de 2 de Setembro;https://dre.pt/application/file/309411;;
2010;DL;137/2010;28 de dezembro;Aprova um conjunto de medidas adicionais de redução de despesa com vista à consolidação orçamental prevista no Programa de Estabilidade e Crescimento (PEC) para 2010-2013;https://dre.pt/application/file/306703;;
2010;Lei;28/2010;31 de março;Aprova o Estatuto do Instituto de Estudos Superiores Militares e procede à primeira alteração ao Decreto-Lei n.º 161/2005, de 22 de Setembro;https://dre.pt/application/file/612682;;
2010;Lei;3/2010;27 de abril;Estabelece a obrigatoriedade de pagamento de juros de mora pelo Estado pelo atraso no cumprimento de qualquer obrigação pecuniária;https://dre.pt/application/file/614066;;
2010;Lei;3-B/2010;28 de abril;Orçamento do Estado para 2010;https://dre.pt/application/file/609909;;
2010;Lei;5/2010;5 de maio;Estabelece um regime transitório e excepcional de apoio aos desempregados com filhos a cargo e procede à segunda alteração ao Decreto-Lei n.º 220/2006, de 3 de Novembro;https://dre.pt/application/file/613846;;
2010;Lei;23/2010;30 de agosto;Primeira alteração à Lei n.º 7/2001, de 11 de Maio, que adopta medidas de proteção das uniões de facto, terceira alteração ao Decreto-Lei n.º 322/90, de 18 de Outubro, que define e regulamenta a proteção na eventualidade da morte dos beneficiários do regime geral de segurança social, 53.ª alteração ao Código Civil e 11.ª alteração ao Decreto-Lei n.º 142/73, de 31 de Março, que aprova o Estatuto das Pensões de Sobrevivência;https://dre.pt/application/file/343995;;
2010;Lei;33/2010;2 de setembro;Regula a utilização de meios técnicos de controlo à distância (vigilância electrónica) e revoga a Lei n.º 122/99, de 20 de Agosto, que regula a vigilância electrónica prevista no artigo 201.º do Código de Processo Penal;https://dre.pt/application/file/344338;;
2010;Lei;40/2010;3 de setembro;Segunda alteração à Lei n.º 115/2009, de 12 de Outubro, que aprova o Código da Execução das Penas e Medidas Privativas da Liberdade e 26.ª alteração ao Código Penal;https://dre.pt/application/file/344355;;
2010;Lei;54/2010;24 de dezembro;Aprova a Lei da Rádio, revogando a Lei n.º 4/2001, de 23 de Fevereiro;https://dre.pt/application/file/306565;;
2010;Lei;55-A/2010;31 de dezembro;Orçamento do Estado para 2011;https://dre.pt/application/file/345017;;
2010;Portaria;55/2010;21 de janeiro;Regula o conteúdo do relatório anual referente à informação sobre a actividade social da empresa e o prazo da sua apresentação, por parte do empregador, ao serviço com competência inspectiva do ministério responsável pela área laboral;https://dre.pt/application/file/a/616711;;
2010;Portaria;269/2010;17 de maio;Estabelece que o período crítico no âmbito do Sistema de Defesa da Floresta contra Incêndios vigore de 1 de Julho a 15 de Outubro no ano de 2010;https://dre.pt/application/file/614926;;
2010;Portaria;294/2010;31 de maio;Primeira alteração à Portaria n.º 128/2009, de 30 de Janeiro, que regula as medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/332544;;
2010;Portaria;298/2010;1 de junho;Primeira alteração à Portaria n.º 127/2009, de 30 de Janeiro, que cria e regula o funcionamento dos gabinetes de inserção profissional;https://dre.pt/application/file/332559;;
2010;Portaria;426/2010;29 de junho;Procede ao ajustamento dos valores devidos pela emissão de certidão online de registo de veículos, pelas informações dadas por escrito e fotocópias não certificadas de registo predial e pela emissão de certidão permanente de registo predial e procede à cessação do período transitório no âmbito do registo predial;https://dre.pt/application/file/335005;;
2010;Portaria;851/2010;6 de setembro;Regula o sistema de certificação de entidades formadoras previsto no n.º 2 do artigo 16.º do Decreto-Lei n.º 396/2007, de 31 de Dezembro;https://dre.pt/pdf1sdip/2010/09/17300/0393603944.pdf;;
2010;Portaria;1173/2010;15 de novembro;Aprova os modelos das placas identificativas da classificação dos empreendimentos turísticos e define as regras relativas ao respectivo fornecimento;http://dre.pt/pdf1sdip/2010/11/22100/0511305118.pdf;;
2010;Portaria;1196/2010;24 de novembro;Aprova as taxas devidas no âmbito da certificação de entidades formadoras;https://dre.pt/application/file/308805;;
2010;Portaria;1200/2010;29 de novembro;Estabelece as normas regulamentares, os modelos de requerimento e as taxas a que estão sujeitos os pedidos de instrução para aquisição ou reconhecimento da qualidade de agente oficial da propriedade industrial e aprova o regulamento das respetivas provas de aptidão;https://dre.pt/application/file/309079;;
2010;Portaria;1297/2010;21 de dezembro;Aprova as normas e as específicações técnicas necessárias à gestão e ao funcionamento da base de dados da publicidade institucional do Estado e outras entidades públicas;https://dre.pt/application/file/306538;;
2010;Portaria;1334-D/2010;31 de dezembro;Aprova os modelos de certificado de registo de cidadão da União Europeia, de documento de residência permanente de cidadão da União Europeia, do cartão de residência de famíliar de cidadão da União Europeia e as respetivas taxas a cobrar pela emissão desses documentos;https://dre.pt/application/file/345014;;
2010;RCM;39/2010;25 de maio;Aprova o quadro de referência do Estatuto das Conselheiras e dos Conselheiros Locais para a Igualdade;https://dre.pt/application/file/332560;;
2010;RCM;40/2010;11 de junho;Cria um novo instrumento representativo de dívida pública, designado por Certificados do Tesouro;https://dre.pt/application/file/335536;;
2010;RCM;47/2010;25 de junho;Aprova orientações para a colocação de publicidade institucional e para a aquisição de espaços publicitários pelo Estado e outras entidades públicas;https://dre.pt/application/file/334772;;
2011;Aviso;8484/2011;6 de abril;Alteração ao Regulamento de Acesso a Financiamento de Projectos de Investigação Científica e Desenvolvimento Tecnológico.;https://dre.pt/application/file/1827239;;
