Código;Título;Descrição;Notas de aplicação;Exemplos NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Diplomas jurídico-administrativos complementar;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Forma de contagem do prazo de cons. adm.;Destino final;Justificação DF;Notas;;;;;;;;;;
300.50.401;Processamento de pedidos de material consumível;"Disponibilização de bens não duradouros ou consumíveis, a pessoa ou serviço da mesma entidade.
Inicia com o pedido e termina com a receção do bem.
Inclui autorização, registo de entrega, confirmação dos bens recebidos e registo da receção dos mesmos.";Requisição de material de economato ou de consumíveis#;;;;;PC;N;AP#;;;"150.20.300#
300.30.007#
300.30.008#
500.10.001#";"Avaliação de atividades#
Registo de bens móveis não duradouros#
Registo de documentos e informação#
Realização de auditorias#";"Síntese (sintetizado)#
Sucessão (sucessor)#
Síntese (sintetizado)#
Suplementar#";Elevada;N;5;;"- Legal
Prazo prescricional  do procedimento contraordenacional ([DL 433/82], Ilícito de mera ordenação social - artº 27;
Lei 50/2006 - Lei Quadro das contraordenações ambientais, artº 40) - 5 anos.";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 300.30.008 - Registo de documentos e informação (casos tratados)";;;;;;;;;;;
300.50.402;Processamento de pedidos de material e de reserva de espaços;"Empréstimo de bens móveis culturais e não culturais, ou de disponibilização de espaços, a pessoa ou serviço da mesma entidade.
Inicia com o pedido e termina com a devolução do bem.
Inclui autorização, registo de entrega, confirmação dos bens recebidos e registo da devolução dos mesmos.";"Processamento de pedidos internos de utilização de espaços municipais#
Processamento de pedidos internos de utilização temporária, por empréstimo, de bens móveis, de veículos, de máquinas, de hardware, de obras de arte#";;"O pedido e cedência de bens móveis por entidade externa deve ser considerado em 300.50.202 – Cedência de bens móveis culturais ou 300.50.203 – Aluguer ou cedência de utilização de bens móveis não culturais#
O controlo da utilização de bens, equipamentos públicos e serviços deve classificar-se em 300.50.800 – Controlo da utilização de bens, equipamentos públicos e serviços#";;;PC;N;AP#;;;"150.20.300#
300.30.003#
300.30.008#
900.10.001#
900.10.002#";"Avaliação de atividades#
Inventariação de bens móveis duradouros não culturais#
Registo de documentos e informação#
Conceção e realização de atividades ou acontecimentos artísticos#
Conceção e realização de atividades desportivas ou recreativas#";"Síntese (sintetizado)#
Sucessão (sucessor)#
Síntese (sintetizado)#
Sucessão (antecessor)#
Cruzada#";Média;N;5;;"- Legal
Prazo prescricional  do procedimento contraordenacional ([DL 433/82], Ilícito de mera ordenação social - artº 27;
[Lei 50/2006] - Lei Quadro das contraordenações ambientais, artº 40) - 5 anos.";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 300.30.008 - Registo de documentos e informação (casos tratados)";;;;;;;;;;;
300.50.600;Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;"Rentabilização de espaços públicos, edifícios, infraestruturas e equipamentos públicos, através da exploração de atividades que lhes acrescentem valor.
Inicia com a apresentação de proposta e termina com a rentabilização dos recursos através da sua exploração.
Inclui autorização e calendarização de atividades de exploração.";;;"A comercialização de produtos de merchandising, de produtos regionais produzidos pelas autarquias, ou a venda de bilhetes para espetáculos, exposições e outros serviços de caráter lúdico, deverão ser considerados em 300.10.005 – Transação e transmissão de bens móveis não culturais e contratação de serviços#
Os processos de reprodução de espécies animais e vegetais em viveiros deverão ser contemplados em 300.40.004 – Reprodução de espécies de fauna e flora#
Processos industriais ou artesanais devem ser considerados em 300.40.005 – Transformação de matérias primas#";"DL 47344/66#
DL 280/2007#
DL 4/2015#";"DL 47344/66 - Código Civil, artº 1022 a 1056#
DL 280/2007#
DL 4/2015#";PC;N;AP#;;;"150.10.700#
150.10.701#
150.20.300#
150.20.404#
300.30.008#
500.10.001#
500.10.301#";"Reunião de órgãos deliberativos#
Reunião de órgãos executivos#
Avaliação de atividades#
Prestação de contas#
Registo de documentos e informação#
Realização de auditorias#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (antecessor)#
Suplementar#
Suplementar#";Média;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.10.700 - Reunião de órgãos deliberativos
PN 150.10.701 - Reunião de órgãos executivos (decisão)
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.20.404 - Prestação de contas (síntese da informação orçamental e patrimonial)
PN 300.30.008 - Registo de documentos e informação (casos tratados)";;;;;;;;;;;
300.50.601;Exploração de recursos naturais;"Ação de aproveitamento de recursos disponibilizados pela natureza para satisfação de necessidades humanas.
Inicia com a operacionalização da calendarização previamente estabelecida ou como atividade prospetiva e termina com a prestação do serviço.
Inclui estudos sobre os sistemas naturais, prospeção e todas as ações de incremento e otimização de aproveitamento de recursos naturais.";"Captação e exploração de recursos minerais, biológicos e energéticos#
";;"As atividades de exploração destes recursos podem carecer de autorização ou licenciamento prévio de entidade competente, o que deve ser considerado em “Reconhecimentos e permissões/ Licenciamentos, certificações e outras autorizações” (450.10)#
Os condicionamentos para a exploração de recursos naturais devem ser considerados em 450.20.505 – Classificação de bens sítios e áreas#
A monitorização dos recursos através da análise de parâmetros quimicos e microbiológicos deverá ser considerada em 800.10.301 – Monitorização de índices da qualidade ambiental#";;;PC;N;AP#;;;"500.10.001#
500.10.301#
800.10.301#
800.10.302#
800.10.303#
800.10.602#";"Realização de auditorias#
Realização de fiscalização#
Monitorização de índices da qualidade ambiental#
Monitorização de recursos naturais, espécies e paisagens#
Monitorização do abastecimento e distribuição de água e do saneamento de águas residuais#
Realização de estudos científicos e técnicos de apoio a políticas públicas#";"Suplementar#
Suplementar#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (antecessor)#";Média;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória (Lei 98/97, art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração)
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.";;;;;;;;;;;
300.50.800;Controlo da utilização de bens, equipamentos e serviços;"Sistematização de dados quantitativos e qualitativos relativos à utilização de equipamentos, de bens móveis e acesso a serviços.
Inicia com o registo do uso ou com a contabilização do acesso e termina com o apuramento dos resultados.
Inclui elaboração de mapas estatísticos para efeitos de gestão.";"Contabilização e caracterização do acesso a serviços#
Contabilização e caracterização da utilização de equipamentos#
Controlo de acesso a sítios da Internet#
Controlo de bilheteira#
Controlo de devoluções#
Controlo de empréstimos#
Controlo de utilização de bens imóveis#
Controlo de utilização de bens móveis#
Mapas de utilização de bens#";;A informação estatística para apoio à decisão deve ser considerada em 150.40.500 – Recolha e tratamento de dados estatísticos de apoio à gestão#;;;PC;N;AP#;;;"150.20.300#
150.40.500#
300.10.002#
300.30.008#
300.50.802#
500.10.001#
500.10.301#
950.20.001#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Contratação de fornecimento de serviços públicos essenciais#
Registo de documentos e informação#
Registo e identificação de utilizadores de serviços e de sistemas de informação#
Realização de auditorias#
Realização de fiscalização#
Processamento de petições, reclamações e sugestões#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessor)#
Síntese (sintetizado)#
Sucessão (sucessor)#
Suplementar#
Suplementar#
Cruzada#";Elevada;N;1;;"- Legal
Lei da proteção de dados - Autorização n.º 185/2010 CNPD";Data do encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (casos tratados)";;;;;;;;;;;
300.50.801;Processamento de pedidos de serviços de suporte;"Processamento da requisição de serviços de apoio à utilização e montagem de bens e equipamentos.
Inicia com a solicitação de apoio e termina com a satisfação ou indeferimento da mesma.
Inclui, quando devido, ordenação dos pedidos de acordo com o grau de urgência ou importância, autorização e produção de relatórios.";"Apoio a utilizadores externos dos sistemas de informação#
Apoio a utilizadores internos dos sistemas de informação#
Apoio logístico externo#
Apoio logístico interno#
Apoio na utilização de aplicações informáticas#
Helpdesk#
Processamento de pedidos de carregamento#
Processamento de pedidos de instalação e montagem de equipamentos#";;"Operações de reparação ou intervenção técnica decorrentes de pedidos de apoio devem ser considerados em 300.40.503 – Conservação e valorização de edifícios, infraestruturas e equipamentos públicos ou em 300.40.509 – Manutenção e reparação de bens móveis duradouros#
O registo de entidades utilizadoras de sistemas de informação deve ser considerado em 300.50.802 – Registo e identificação de utilizadores de serviços e de sistemas de informação#";;;PC;N;AP#;;;"150.20.300#
150.40.500#
300.30.008#
300.50.802#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Registo e identificação de utilizadores de serviços e de sistemas de informação#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessor)#";Elevada;N;5;;"- Legal
Prazo prescricional  do procedimento contraordenacional ([DL 433/82], Ilícito de mera ordenação social - artº 27;
[Lei 50/2006] - Lei Quadro das contraordenações ambientais, artº 40) - 5 anos.";Data do encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (casos tratados)";;;;;;;;;;;
"300.50.802

";Registo e identificação de utilizadores de serviços e de sistemas de informação;"Inserção de dados e atribuição de meios de identificação relativos à criação de entidades singulares ou coletivas, públicas ou privadas, para acesso a serviços e sistemas de informação.
Inicia com a recolha de dados e termina com a entrega dos meios de identificação.
Inclui, quando devido, autorização de acesso aos sistemas de informação e atualização de dados.";"Processamento de elementos identificativos para atribuição de cartão#
Inscrição de utilizador em sistemas#
Criação de utilizadores e atribuição de permissões de acesso a sistemas de informação#
Processamento de pedidos de acesso a serviços online#
Registo de utilizadores de serviços presenciais e online#
Considerar aqui o ex-PN 250.20.002 Atribuição de meios de identificação a trabalhador#";"Cartão de identificação de aluno, formando ou docente# 
Cartão de identificação do colaborador ou trabalhador# 
Cartão de livre-trânsito#
Cartão de parqueamento de veículos# 
Cartão de ponto#
Cartão de encarte (militar)# 
Cartão do Cofre de Previdência#
IB-Identificação de beneficiários ao pagamento de ajudas no âmbito de programas comunitários#";"Os pedidos de apoio à utilização a sistemas de informação devem ser considerados em 300.50.801 – Processamento de pedidos de serviços de suporte#
A criação e gestão de contactos institucionais da entidade devem ser considerados no 900.20.600 – Criação e utilização de contactos institucionais# ";"Lei 35/2014#
Lei 41/2004#
Lei 67/98#
Regulamento (UE) 679/2016#
";"Lei 35/2014#
Lei 41/2004#
Lei 67/98#
Regulamento (UE) 2016/679 do Parlamento Europeu e do Conselho - Proteção das pessoas singulares no que diz respeito ao tratamento de dados pessoais e à livre circulação desses dados.
";PC;N;AP#;;;"150.20.300#
150.40.500#
300.30.008#
300.30.010#
300.30.300#
300.50.800#
300.50.801#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Gestão de correspondência do recluso#
Determinação da comunicabilidade de documentos e informação#
Controlo da utilização de bens, equipamentos públicos e serviços#
Processamento de pedidos de serviços de suporte#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Cruzada#
Cruzada#
Sucessão (antecessor)#
Sucessão (sucessor)#";Reduzida;N;1;;"- Legal
Lei da Proteção de dados, [Autorização 185/2010 CNPD]";Data de caducidade da inscrição;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (casos tratados)
Legal
Lei da proteção de dados - Autorização n.º 185/2010 CNPD";;;;;;;;;;;
300.50.803;Identificação e caracterização de prestadores e fornecedores de bens e serviços;"Registo de dados e caracterização da relação com entidades singulares ou coletivas, públicas ou privadas, fornecedoras ou prestadoras de bens e serviços.
Inicia com o estabelecimento do contacto e termina com finalização da relação institucional.
Inclui a inserção de dados relativos à identificação da entidade prestadora ou fornecedora e ao seu relacionamento com a administração, bem como a atualização de dados.";Registo de fornecedores#;;"O contrato ou convenção com entidades privadas para prestação de serviços na área da saúde deve classificar-se em 300.10.008 – Estabelecimento de convenções com operadores privados#
A criação e gestão de contactos institucionais da entidade devem ser considerados no 900.20.600 – Criação e utilização de contactos institucionais# 

";"DL 54-A/99#
Lei 162/99#
DL 232/97#";"DL 54-A/99, alterado pela Lei 162/99#
DL 232/97#";PC;N;AP#;;;"300.10.001#
300.10.005#
300.10.008#
300.30.008#";"Contratação de empreitadas de obras públicas#
Transação e transmissão de bens móveis não culturais e contratação de serviços#
Estabelecimento de convenções com operadores privados#
Registo de documentos e informação#";"Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Síntese (sintetizado)#";Reduzida;S;10;;"Legal
Prazo inferido da lei: Prazo precaucional (acautela os direitos ou deveres para efeitos probatórios)
Decorrente do prazo de prescrição da responsabilização sobre a atuação ou omissão de pessoas singulares ou coletiva - Financeira reintegratória (10 anos)
";Data de encerramento do processo;E;"Densidade informacional:
Informação vertida em
PN 300.30.008 - Registo de documentos e informação.";;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
